TradeDate,TraderId,TraderNm,strategymainnm,strategysubnm,IAccountId,iaccountnm,gaccountid,CommodityId,CommodityNm,TradeType,DataSource,OldCommodityId,CommodityKind,CurrencyId,ContractSize,ExerciseSize,CashDivAmt,Unit,IsTrade,IssuerId,PricingUnderlyingPrice,BuyShare,BuyAvgP,BuyAmt,SellShare,SellAvgP,SellAmt,InvShare,InvAvgP,Cost,MPrice,MV,UnRealPL,DRealPL,DUnRealPL,DTax,DSettleFee,DCommission,DStkBorrowFee,DInterestCost,DOtherIncome,DCashDiv,DTransferPL,DTradePL,DHTradePL,DBTradePL,MRealPL,MUnRealPL,MTax,MSettleFee,MCommission,MStkBorrowFee,MInterestCost,MOtherIncome,MCashDiv,MTransferPL,MTradePL,MHTradePL,MBTradePL,YRealPL,YUnRealPL,YTax,YSettleFee,YCommission,YStkBorrowFee,YInterestCost,YOtherIncome,YCashDiv,YTransferPL,YTradePL,YHTradePL,YBTradePL,AvailableShare,CashDivAdj,FxRate,FxUnderlyingRate,newIAccountId,NewContractSize,Forex,Strategy,size
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00633L,碔ü谍タ2,6,Stock,00633L,ETF,NTD,1.0,2.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,41.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,588.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,2.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00663L,瓣籓芖舦タ2,6,Stock,00663L,ETF,NTD,1.0,2.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,104.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,2.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00664R,瓣籓芖舦は1,6,Stock,00664R,ETF,NTD,1.0,1.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,-482000,6.12,-2953660.0,6.02,-2901640.0,52020.0,0.0,43380.0,0.0,0.0,0.0,141.0,-91.15,0.0,0.0,0.0,43380.0,0.0,0.0,0.0,52020.0,2953.0,396.51,0.0,3272.0,-2189.44,0.0,0.0,0.0,52020.0,0.0,0.0,0.0,52020.0,2953.0,396.51,0.0,5846.0,-2134.44,0.0,0.0,0.0,52020.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,-1.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00675L,碔ü籓芖舦タ2,6,Stock,00675L,ETF,NTD,1.0,2.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,-139000,45.12,-6272490.0,45.43,-6314770.0,-42280.0,0.0,-177920.0,0.0,0.0,0.0,481.0,-193.81,0.0,0.0,0.0,-177920.0,0.0,0.0,0.0,-42280.0,6264.0,399.75,0.0,10002.0,-2434.73,0.0,0.0,0.0,-42280.0,0.0,0.0,0.0,-42280.0,6264.0,399.75,0.0,10002.0,-2434.73,0.0,0.0,0.0,-42280.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,2.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00676R,碔ü籓芖舦は1,6,Stock,00676R,ETF,NTD,1.0,1.0,0.0,1000,Y,,,3000,3.32,9960.0,499000,3.34,1666660.0,-10625000,3.34,-35541250.0,3.32,-35275000.0,266250.0,60.0,414960.0,1665.0,337.25,0.0,1587.0,-1095.17,0.0,0.0,0.0,415020.0,0.0,0.0,60.0,276270.0,29576.0,6013.41,0.0,16378.0,-15358.88,0.0,0.0,0.0,276330.0,0.0,0.0,60.0,266250.0,35395.0,7183.71,0.0,16840.0,-15628.39,0.0,0.0,0.0,266310.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,-1.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00685L,竤痲籓芖舦タ2,6,Stock,00685L,ETF,NTD,1.0,2.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,40.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,2.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,LHDU,LHDU,LHD_TW,00686R,竤痲籓芖舦は1,6,Stock,00686R,ETF,NTD,1.0,1.0,0.0,1000,Y,,,0,0.0,0.0,0,0.0,0.0,-50000,3.65,-182500.0,3.59,-179500.0,3000.0,0.0,2500.0,0.0,0.0,0.0,15.0,-6.25,0.0,0.0,0.0,2500.0,0.0,0.0,0.0,3000.0,182.0,34.61,0.0,345.0,-146.25,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,3000.0,182.0,34.61,0.0,360.0,-146.25,0.0,0.0,0.0,3000.0,0.0,0.0,0,0.0,1.0,1.0,LHD,1.0,1.0,,-1.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,MXFA3,籓戳砯 ,0,Future,MXFA3,Future,NTD,50.0,50.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4600.0,0.0,90.0,30.0,45.0,0.0,0.0,0.0,0.0,0.0,-4600.0,0.0,0.0,0,0.0,1.0,0.0,LHD,50.0,1.0,,50.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,MXFB3,籓戳砯 ,0,Future,MXFB3,Future,NTD,50.0,50.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160050.0,-56150.0,1133.0,355.0,532.5,0.0,0.0,0.0,0.0,0.0,-216200.0,0.0,0.0,-160050.0,0.0,1238.0,390.0,585.0,0.0,0.0,0.0,0.0,0.0,-160050.0,0.0,0.0,0,0.0,1.0,0.0,LHD,50.0,1.0,,50.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,MXFC3,籓戳砯 ,0,Future,MXFC3,Future,NTD,50.0,50.0,0.0,1,Y,,,12,15601.0,9360600.0,10,15559.2,7779600.0,0,0.0,0.0,0.0,0.0,0.0,-41650.0,-1850.0,351.0,110.0,165.0,0.0,0.0,0.0,0.0,0.0,-43500.0,0.0,0.0,353450.0,0.0,3220.0,1050.0,1575.0,0.0,0.0,0.0,0.0,0.0,353450.0,0.0,0.0,353450.0,0.0,3220.0,1050.0,1575.0,0.0,0.0,0.0,0.0,0.0,353450.0,0.0,0.0,0,0.0,1.0,1.0,LHD,50.0,1.0,,50.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,NYFA3,芖50ETF戳砯,0,Future,NYFA3,Future,NTD,10000.0,10000.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4235700.0,1477300.0,1800.0,375.0,562.5,0.0,0.0,0.0,0.0,0.0,5713000.0,0.0,0.0,0,0.0,1.0,0.0,LHD,10000.0,1.0,,10000.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,NYFB3,芖50ETF戳砯,0,Future,NYFB3,Future,NTD,10000.0,10000.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4529500.0,-2142500.0,1848.0,385.0,577.5,0.0,0.0,0.0,0.0,0.0,2387000.0,0.0,0.0,4529500.0,0.0,3648.0,760.0,1140.0,0.0,0.0,0.0,0.0,0.0,4529500.0,0.0,0.0,0,0.0,1.0,0.0,LHD,10000.0,1.0,,10000.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,NYFC3,芖50ETF戳砯,0,Future,NYFC3,Future,NTD,10000.0,10000.0,0.0,1,Y,,,0,0.0,0.0,0,0.0,0.0,75,121.422,91066500.0,119.45,89587500.0,-1479000.0,0.0,1575000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1575000.0,0.0,0.0,-8100.0,-1479000.0,1848.0,385.0,577.5,0.0,0.0,0.0,0.0,0.0,-1487100.0,0.0,0.0,-8100.0,-1479000.0,1848.0,385.0,577.5,0.0,0.0,0.0,0.0,0.0,-1487100.0,0.0,0.0,0,0.0,1.0,1.0,LHD,10000.0,1.0,,10000.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,TXFA3,籓戳砯 ,0,Future,TXFA3,Future,NTD,200.0,200.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55400.0,0.0,615.0,80.0,120.0,0.0,0.0,0.0,0.0,0.0,55400.0,0.0,0.0,0,0.0,1.0,0.0,LHD,200.0,1.0,,200.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,TXFB3,籓戳砯 ,0,Future,TXFB3,Future,NTD,200.0,200.0,0.0,1,N,,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-314000.0,129600.0,4371.0,560.0,840.0,0.0,0.0,0.0,0.0,0.0,-184400.0,0.0,0.0,-210400.0,0.0,4741.0,608.0,912.0,0.0,0.0,0.0,0.0,0.0,-210400.0,0.0,0.0,0,0.0,1.0,0.0,LHD,200.0,1.0,,200.0
2023-02-23,K44,眎丑,甅基畉ユ,甅基畉ユ,071LHD,071LHD,LHD_TW,TXFC3,籓戳砯 ,0,Future,TXFC3,Future,NTD,200.0,200.0,0.0,1,Y,,,15,15559.066666660001,46677200.0,24,15539.166666660001,74588000.0,-93,15444.34408602,-287264800.0,15600.0,-290160000.0,-2895200.0,-336800.0,-3612400.0,2421.0,312.0,468.0,0.0,0.0,0.0,0.0,0.0,-3949200.0,0.0,0.0,1064400.0,-2895200.0,14173.0,1832.0,2748.0,0.0,0.0,0.0,0.0,0.0,-1830800.0,0.0,0.0,1064400.0,-2895200.0,14173.0,1832.0,2748.0,0.0,0.0,0.0,0.0,0.0,-1830800.0,0.0,0.0,0,0.0,1.0,1.0,LHD,200.0,1.0,,200.0
