TDate,TTime,ETFID,NAVBid1,NAVAsk1,NAVTrade,MktBid1,MktAsk1,MktTrade,VolumeBid1,VolumeAsk1,VolumeTrade
2023-02-22,11:18:51.350000,00632R,5.4,5.4011,5.4011,5.4,5.41,5.4,21942,11195,0
2023-02-22,11:18:51.350000,00878,17.0002,17.0319,17.0199,17.05,17.06,17.06,291,1270,0
2023-02-22,11:18:56.350000,00632R,5.4009,5.4014,5.4014,5.4,5.41,5.4,22458,11196,3
2023-02-22,11:18:56.350000,00878,17.0002,17.031,17.0207,17.05,17.06,17.05,208,1262,108
2023-02-22,11:19:01.350000,00632R,5.4009,5.4014,5.4014,5.4,5.41,5.4,22448,11196,0
2023-02-22,11:19:01.350000,00878,17.0002,17.031,17.0243,17.05,17.06,17.05,178,1202,61
2023-02-22,11:19:06.363000,00632R,5.4009,5.4014,5.4011,5.4,5.41,5.4,22348,11096,100
2023-02-22,11:19:06.363000,00878,17.0002,17.0333,17.0325,17.05,17.06,17.06,190,1199,3
2023-02-22,11:19:11.363000,00632R,5.4003,5.4011,5.4011,5.4,5.41,5.4,21949,11096,0
2023-02-22,11:19:11.363000,00878,17.0002,17.0351,17.0278,17.05,17.06,17.06,195,700,0
2023-02-22,11:19:16.363000,00632R,5.4,5.4008,5.4008,5.4,5.41,5.4,21849,10996,100
2023-02-22,11:19:16.363000,00878,17.0013,17.0363,17.0262,17.05,17.06,17.06,201,1203,1
2023-02-22,11:19:21.363000,00632R,5.4003,5.4011,5.4008,5.4,5.41,5.4,21846,10998,3
2023-02-22,11:19:21.363000,00878,17.0013,17.0362,17.0265,17.05,17.06,17.06,205,1202,1
2023-02-22,11:19:26.380000,00632R,5.4006,5.4011,5.4011,5.4,5.41,5.4,22365,10998,0
2023-02-22,11:19:26.380000,00878,17.0013,17.0362,17.0265,17.05,17.06,17.06,208,1204,0
2023-02-22,11:19:31.380000,00632R,5.4009,5.4014,5.4011,5.4,5.41,5.4,22365,10998,0
2023-02-22,11:19:31.380000,00878,17.0013,17.0362,17.0238,17.05,17.06,17.06,214,1202,2
2023-02-22,11:19:36.397000,00632R,5.4006,5.4014,5.4011,5.4,5.41,5.4,22268,11008,92
2023-02-22,11:19:36.397000,00878,17.0013,17.0362,17.0246,17.05,17.06,17.06,216,1176,27
2023-02-22,11:19:41.410000,00632R,5.4012,5.4017,5.4017,5.4,5.41,5.4,22365,11008,3
2023-02-22,11:19:41.410000,00878,17.0013,17.0362,17.0229,17.05,17.06,17.06,221,1174,3
2023-02-22,11:19:46.427000,00632R,5.4012,5.4017,5.4017,5.4,5.41,5.4,22365,11010,0
2023-02-22,11:19:46.427000,00878,17.0021,17.037,17.0248,17.05,17.06,17.06,225,1174,0
2023-02-22,11:19:51.440000,00632R,5.4012,5.4017,5.4017,5.4,5.41,5.4,22365,11010,0
2023-02-22,11:19:51.440000,00878,17.0021,17.0363,17.025,17.05,17.06,17.06,231,1173,2
2023-02-22,11:19:56.457000,00632R,5.4015,5.402,5.4017,5.4,5.41,5.4,29274,8490,192
2023-02-22,11:19:56.457000,00878,17.0013,17.0348,17.0238,17.05,17.06,17.06,239,2001,4
2023-02-22,11:20:01.457000,00632R,5.4015,5.402,5.402,5.4,5.41,5.41,29274,8485,5
2023-02-22,11:20:01.457000,00878,17.0021,17.0348,17.0281,17.05,17.06,17.06,243,1948,3
2023-02-22,11:20:06.473000,00632R,5.4009,5.4014,5.4014,5.4,5.41,5.41,22285,8964,23
2023-02-22,11:20:06.473000,00878,17.0021,17.037,17.0322,17.05,17.06,17.06,248,1669,0
2023-02-22,11:20:11.487000,00632R,5.4003,5.4011,5.4008,5.4,5.41,5.41,21784,10952,10
2023-02-22,11:20:11.487000,00878,17.0038,17.0379,17.0302,17.05,17.06,17.06,254,1171,1
2023-02-22,11:20:16.487000,00632R,5.4003,5.4011,5.4008,5.4,5.41,5.41,22283,10949,3
2023-02-22,11:20:16.487000,00878,17.0038,17.0379,17.0308,17.05,17.06,17.06,256,1169,2
2023-02-22,11:20:21.487000,00632R,5.4,5.4008,5.4008,5.4,5.41,5.41,21784,10950,10
2023-02-22,11:20:21.487000,00878,17.0051,17.0386,17.0319,17.05,17.06,17.06,257,1167,2
2023-02-22,11:20:26.503000,00632R,5.4,5.4011,5.4008,5.4,5.41,5.4,21781,10950,3
2023-02-22,11:20:26.503000,00878,17.0051,17.0386,17.0287,17.05,17.06,17.06,267,1167,0
2023-02-22,11:20:31.503000,00632R,5.4,5.4008,5.4008,5.4,5.41,5.4,21904,10965,0
2023-02-22,11:20:31.503000,00878,17.0051,17.0386,17.0299,17.05,17.06,17.06,269,667,1
2023-02-22,11:20:36.503000,00632R,5.3997,5.4002,5.4004,5.4,5.41,5.4,21925,10965,0
2023-02-22,11:20:36.503000,00878,17.0051,17.0386,17.0303,17.05,17.06,17.06,293,664,3
2023-02-22,11:20:41.520000,00632R,5.3997,5.4004,5.4004,5.4,5.41,5.4,21925,11112,0
2023-02-22,11:20:41.520000,00878,17.0062,17.0397,17.0288,17.05,17.06,17.06,297,661,4
2023-02-22,11:20:46.533000,00632R,5.3988,5.3993,5.3995,5.4,5.41,5.4,19929,11122,0
2023-02-22,11:20:46.533000,00878,17.0063,17.0398,17.0279,17.05,17.06,17.05,297,661,2
2023-02-22,11:20:51.533000,00632R,5.3988,5.3993,5.3995,5.4,5.41,5.4,19926,11122,3
2023-02-22,11:20:51.533000,00878,17.0056,17.0391,17.0289,17.05,17.06,17.05,308,663,0
2023-02-22,11:20:56.550000,00632R,5.3991,5.3999,5.4001,5.4,5.41,5.4,19925,11122,0
2023-02-22,11:20:56.550000,00878,17.0055,17.039,17.0255,17.05,17.06,17.05,317,663,0
2023-02-22,11:21:01.567000,00632R,5.3983,5.3993,5.3992,5.4,5.41,5.4,19925,11022,0
2023-02-22,11:21:01.567000,00878,17.0056,17.0391,17.0261,17.05,17.06,17.05,335,663,0
2023-02-22,11:21:06.580000,00632R,5.3983,5.3993,5.3992,5.4,5.41,5.4,19919,11021,6
2023-02-22,11:21:06.580000,00878,17.0056,17.0391,17.0301,17.05,17.06,17.05,340,664,0
2023-02-22,11:21:11.580000,00632R,5.3983,5.399,5.3989,5.4,5.41,5.4,19911,11011,8
2023-02-22,11:21:11.580000,00878,17.0056,17.0383,17.0351,17.05,17.06,17.06,344,663,1
2023-02-22,11:21:16.580000,00632R,5.3985,5.3993,5.3992,5.4,5.41,5.4,19911,11026,0
2023-02-22,11:21:16.580000,00878,17.0076,17.0404,17.0369,17.05,17.06,17.06,345,662,6
2023-02-22,11:21:21.597000,00632R,5.3985,5.3993,5.3988,5.4,5.41,5.4,19911,11026,0
2023-02-22,11:21:21.597000,00878,17.0076,17.0404,17.034,17.05,17.06,17.06,348,661,1
2023-02-22,11:21:26.597000,00632R,5.3983,5.399,5.3988,5.4,5.41,5.4,20131,11026,0
2023-02-22,11:21:26.597000,00878,17.0077,17.0411,17.036,17.05,17.06,17.06,361,660,1
2023-02-22,11:21:31.597000,00632R,5.3979,5.3987,5.3985,5.4,5.41,5.4,20118,11036,13
2023-02-22,11:21:31.597000,00878,17.0077,17.0411,17.0353,17.05,17.06,17.06,370,655,5
2023-02-22,11:21:36.613000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20113,11032,5
2023-02-22,11:21:36.613000,00878,17.0085,17.0411,17.0365,17.05,17.06,17.06,368,651,9
2023-02-22,11:21:41.610000,00632R,5.3979,5.3987,5.3985,5.4,5.41,5.4,20103,11067,10
2023-02-22,11:21:41.610000,00878,17.0085,17.0411,17.0368,17.05,17.06,17.06,370,651,0
2023-02-22,11:21:46.610000,00632R,5.3979,5.3987,5.3985,5.4,5.41,5.4,20103,11079,0
2023-02-22,11:21:46.610000,00878,17.0092,17.0411,17.0363,17.05,17.06,17.06,371,644,8
2023-02-22,11:21:51.610000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20101,11084,7
2023-02-22,11:21:51.610000,00878,17.0103,17.0422,17.0356,17.05,17.06,17.06,380,639,5
2023-02-22,11:21:56.627000,00632R,5.3985,5.3993,5.3985,5.4,5.41,5.4,20098,11084,3
2023-02-22,11:21:56.627000,00878,17.0103,17.0422,17.0334,17.05,17.06,17.06,388,638,1
2023-02-22,11:22:01.643000,00632R,5.3985,5.3993,5.3988,5.4,5.41,5.4,20098,11084,0
2023-02-22,11:22:01.643000,00878,17.0103,17.0422,17.0332,17.05,17.06,17.06,390,638,0
2023-02-22,11:22:06.657000,00632R,5.3988,5.3993,5.3991,5.4,5.41,5.4,20098,11084,0
2023-02-22,11:22:06.657000,00878,17.0103,17.0426,17.0386,17.05,17.06,17.06,396,631,7
2023-02-22,11:22:11.657000,00632R,5.3988,5.3993,5.3991,5.4,5.41,5.4,20103,11084,0
2023-02-22,11:22:11.657000,00878,17.0107,17.0426,17.0378,17.05,17.06,17.06,408,633,0
2023-02-22,11:22:16.673000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20040,11085,63
2023-02-22,11:22:16.673000,00878,17.0108,17.0427,17.0373,17.05,17.06,17.06,407,625,9
2023-02-22,11:22:21.690000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20112,11085,20
2023-02-22,11:22:21.690000,00878,17.0108,17.0427,17.0348,17.05,17.06,17.06,407,646,1
2023-02-22,11:22:26.690000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20112,11085,0
2023-02-22,11:22:26.690000,00878,17.0108,17.0427,17.0326,17.05,17.06,17.06,407,665,4
2023-02-22,11:22:31.703000,00632R,5.3979,5.3987,5.3985,5.4,5.41,5.4,20112,11085,0
2023-02-22,11:22:31.703000,00878,17.0108,17.0427,17.0296,17.05,17.06,17.06,408,665,0
2023-02-22,11:22:36.720000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.4,20104,11085,8
2023-02-22,11:22:36.720000,00878,17.0108,17.0427,17.0309,17.05,17.06,17.06,410,663,2
2023-02-22,11:22:41.720000,00632R,5.3979,5.3987,5.3985,5.4,5.41,5.4,20109,11085,0
2023-02-22,11:22:41.720000,00878,17.0108,17.0427,17.0299,17.05,17.06,17.06,410,643,20
2023-02-22,11:22:46.737000,00632R,5.3982,5.3987,5.3985,5.4,5.41,5.4,20109,11085,0
2023-02-22,11:22:46.737000,00878,17.0096,17.0427,17.0299,17.05,17.06,17.06,470,634,10
2023-02-22,11:22:51.737000,00632R,5.3976,5.3982,5.3982,5.4,5.41,5.4,20104,11085,5
2023-02-22,11:22:51.737000,00878,17.01,17.042,17.0274,17.05,17.06,17.06,483,619,15
2023-02-22,11:22:56.737000,00632R,5.3976,5.3982,5.3982,5.4,5.41,5.4,20104,11085,0
2023-02-22,11:22:56.737000,00878,17.0101,17.042,17.0265,17.05,17.06,17.06,477,616,13
2023-02-22,11:23:01.737000,00632R,5.3976,5.3982,5.3978,5.4,5.41,5.41,20101,11075,13
2023-02-22,11:23:01.737000,00878,17.0101,17.042,17.0293,17.05,17.06,17.06,780,603,13
2023-02-22,11:23:06.750000,00632R,5.3976,5.3982,5.3978,5.4,5.41,5.41,20101,11075,0
2023-02-22,11:23:06.750000,00878,17.0101,17.0427,17.0373,17.05,17.06,17.06,783,602,1
2023-02-22,11:23:11.750000,00632R,5.3976,5.3982,5.3982,5.4,5.41,5.41,20106,11080,0
2023-02-22,11:23:11.750000,00878,17.0101,17.0427,17.0353,17.05,17.06,17.06,506,602,0
2023-02-22,11:23:16.767000,00632R,5.3976,5.3982,5.3978,5.4,5.41,5.41,20086,11080,0
2023-02-22,11:23:16.767000,00878,17.0101,17.0427,17.0353,17.05,17.06,17.06,819,597,5
2023-02-22,11:23:21.783000,00632R,5.3976,5.3982,5.3982,5.4,5.41,5.4,20078,11075,8
2023-02-22,11:23:21.783000,00878,17.0101,17.0427,17.037,17.05,17.06,17.06,822,597,0
2023-02-22,11:23:26.783000,00632R,5.3976,5.3982,5.3978,5.4,5.41,5.41,20078,11070,5
2023-02-22,11:23:26.783000,00878,17.0101,17.0427,17.037,17.05,17.06,17.06,823,592,5
2023-02-22,11:23:31.797000,00632R,5.3973,5.3978,5.3975,5.4,5.41,5.41,20128,11070,0
2023-02-22,11:23:31.797000,00878,17.0101,17.0428,17.039,17.05,17.06,17.06,1107,587,5
2023-02-22,11:23:36.797000,00632R,5.3973,5.3982,5.3978,5.4,5.41,5.41,20128,11069,5
2023-02-22,11:23:36.797000,00878,17.0101,17.0428,17.04,17.05,17.06,17.06,1108,1581,4
2023-02-22,11:23:41.797000,00632R,5.3979,5.3987,5.3982,5.4,5.41,5.41,20148,11069,0
2023-02-22,11:23:41.797000,00878,17.0101,17.0427,17.0399,17.05,17.06,17.05,880,1581,10
2023-02-22,11:23:46.813000,00632R,5.3991,5.3996,5.3991,5.4,5.41,5.4,20144,11069,3
2023-02-22,11:23:46.813000,00878,17.01,17.0426,17.0345,17.05,17.06,17.06,577,1568,12
2023-02-22,11:23:52.173000,00632R,5.3988,5.3996,5.3991,5.4,5.41,5.4,20134,11059,20
2023-02-22,11:23:52.173000,00878,17.01,17.0426,17.0306,17.05,17.06,17.06,581,1556,12
2023-02-22,11:23:57.187000,00632R,5.3983,5.399,5.3985,5.4,5.41,5.4,20184,11046,0
2023-02-22,11:23:57.187000,00878,17.01,17.0408,17.0317,17.05,17.06,17.06,594,1554,2
2023-02-22,11:24:02.203000,00632R,5.3982,5.399,5.3985,5.4,5.41,5.4,20184,11076,0
2023-02-22,11:24:02.203000,00878,17.01,17.0409,17.0311,17.05,17.06,17.06,602,1554,1
2023-02-22,11:24:07.217000,00632R,5.3982,5.399,5.3982,5.4,5.41,5.4,20181,11076,3
2023-02-22,11:24:07.217000,00878,17.0105,17.042,17.035,17.05,17.06,17.06,608,1531,2
2023-02-22,11:24:12.217000,00632R,5.3976,5.3984,5.3978,5.4,5.41,5.4,20181,11076,0
2023-02-22,11:24:12.217000,00878,17.0105,17.0421,17.0383,17.05,17.06,17.06,609,1528,4
2023-02-22,11:24:17.233000,00632R,5.3976,5.3984,5.3982,5.4,5.41,5.4,20171,11076,0
2023-02-22,11:24:17.233000,00878,17.0105,17.0421,17.0383,17.05,17.06,17.06,616,1528,0
2023-02-22,11:24:22.233000,00632R,5.3985,5.399,5.3988,5.4,5.41,5.4,20171,11076,0
2023-02-22,11:24:22.233000,00878,17.0105,17.042,17.0385,17.05,17.06,17.06,619,1510,18
2023-02-22,11:24:27.233000,00632R,5.3985,5.399,5.3988,5.4,5.41,5.4,20168,11076,3
2023-02-22,11:24:27.233000,00878,17.0105,17.042,17.0368,17.05,17.06,17.06,624,1552,3
2023-02-22,11:24:32.233000,00632R,5.3982,5.399,5.3988,5.4,5.41,5.4,20168,11076,0
2023-02-22,11:24:32.233000,00878,17.0105,17.042,17.0351,17.05,17.06,17.06,632,1527,24
2023-02-22,11:24:37.233000,00632R,5.3985,5.3993,5.3985,5.4,5.41,5.4,19968,11076,200
2023-02-22,11:24:37.233000,00878,17.0104,17.042,17.0348,17.05,17.06,17.06,692,1525,2
2023-02-22,11:24:42.250000,00632R,5.3985,5.3993,5.3988,5.4,5.41,5.4,19933,11076,35
2023-02-22,11:24:42.250000,00878,17.0104,17.042,17.0348,17.05,17.06,17.06,693,1524,1
2023-02-22,11:24:47.250000,00632R,5.3985,5.3993,5.3985,5.4,5.41,5.4,19927,11071,11
2023-02-22,11:24:47.250000,00878,17.0104,17.042,17.0348,17.05,17.06,17.06,693,1516,8
2023-02-22,11:24:52.267000,00632R,5.3991,5.3996,5.3991,5.4,5.41,5.4,19924,11071,3
2023-02-22,11:24:52.267000,00878,17.0104,17.042,17.0345,17.05,17.06,17.06,703,1516,0
2023-02-22,11:24:57.280000,00632R,5.3988,5.3993,5.3991,5.4,5.41,5.41,19904,11025,76
2023-02-22,11:24:57.280000,00878,17.0104,17.0428,17.0342,17.05,17.06,17.06,704,1512,4
2023-02-22,11:25:02.297000,00632R,5.3988,5.3993,5.3988,5.4,5.41,5.41,19904,11025,0
2023-02-22,11:25:02.297000,00878,17.0113,17.0444,17.0347,17.05,17.06,17.06,697,1514,4
2023-02-22,11:25:07.297000,00632R,5.3988,5.3993,5.3991,5.4,5.41,5.41,19911,11030,0
2023-02-22,11:25:07.297000,00878,17.0113,17.0439,17.0409,17.05,17.06,17.06,700,1514,0
2023-02-22,11:25:12.310000,00632R,5.3991,5.3996,5.3991,5.4,5.41,5.4,19908,11030,3
2023-02-22,11:25:12.310000,00878,17.0112,17.0436,17.0402,17.05,17.06,17.06,698,1511,4
2023-02-22,11:25:17.327000,00632R,5.3988,5.3993,5.3994,5.4,5.41,5.4,19908,11030,0
2023-02-22,11:25:17.327000,00878,17.0113,17.0436,17.0389,17.05,17.06,17.06,698,1510,1
2023-02-22,11:25:22.343000,00632R,5.3991,5.3996,5.3991,5.4,5.41,5.41,19859,11027,53
2023-02-22,11:25:22.343000,00878,17.0112,17.0447,17.0401,17.05,17.06,17.05,694,1505,11
2023-02-22,11:25:27.357000,00632R,5.3994,5.3999,5.3994,5.4,5.41,5.41,19859,11027,0
2023-02-22,11:25:27.357000,00878,17.0112,17.0447,17.0375,17.05,17.06,17.05,715,1505,0
2023-02-22,11:25:32.357000,00632R,5.3994,5.4001,5.3997,5.4,5.41,5.41,19909,11127,0
2023-02-22,11:25:32.357000,00878,17.0104,17.0438,17.0362,17.05,17.06,17.06,718,1508,1
2023-02-22,11:25:37.373000,00632R,5.4,5.4008,5.4003,5.4,5.41,5.41,21900,11080,53
2023-02-22,11:25:37.373000,00878,17.0103,17.0438,17.0328,17.05,17.06,17.06,718,1501,7
2023-02-22,11:25:42.373000,00632R,5.4,5.4011,5.4003,5.4,5.41,5.41,21900,11280,0
2023-02-22,11:25:42.373000,00878,17.0095,17.0427,17.0318,17.05,17.06,17.05,734,1501,10
2023-02-22,11:25:47.373000,00632R,5.4003,5.4011,5.4007,5.4,5.41,5.41,21900,11280,0
2023-02-22,11:25:47.373000,00878,17.0095,17.0442,17.0326,17.05,17.06,17.05,746,1501,0
2023-02-22,11:25:52.373000,00632R,5.4009,5.4014,5.401,5.4,5.41,5.41,22399,11322,0
2023-02-22,11:25:52.373000,00878,17.0111,17.045,17.031,17.05,17.06,17.06,748,1500,1
2023-02-22,11:25:57.373000,00632R,5.4003,5.4014,5.4009,5.4,5.41,5.4,21897,11322,3
2023-02-22,11:25:57.373000,00878,17.0111,17.045,17.0322,17.05,17.06,17.06,753,1499,1
2023-02-22,11:26:02.373000,00632R,5.4003,5.4011,5.4009,5.4,5.41,5.4,21797,11322,0
2023-02-22,11:26:02.373000,00878,17.0111,17.045,17.0369,17.05,17.06,17.06,757,1505,0
2023-02-22,11:26:07.387000,00632R,5.4009,5.4014,5.4009,5.4,5.41,5.4,22296,11332,0
2023-02-22,11:26:07.387000,00878,17.0111,17.0461,17.0394,17.05,17.06,17.06,760,1504,3
2023-02-22,11:26:12.403000,00632R,5.4009,5.4017,5.4012,5.4,5.41,5.4,22296,11332,0
2023-02-22,11:26:12.403000,00878,17.0111,17.0461,17.0391,17.05,17.06,17.06,760,1500,5
2023-02-22,11:26:17.420000,00632R,5.4009,5.4014,5.4012,5.4,5.41,5.4,22298,11332,3
2023-02-22,11:26:17.420000,00878,17.0103,17.0452,17.0384,17.05,17.06,17.06,761,1500,0
2023-02-22,11:26:22.437000,00632R,5.4006,5.4014,5.4006,5.4,5.41,5.4,22298,11332,0
2023-02-22,11:26:22.437000,00878,17.0111,17.0453,17.0369,17.05,17.06,17.06,764,1500,0
2023-02-22,11:26:27.450000,00632R,5.4,5.4008,5.4006,5.4,5.41,5.4,21699,11332,100
2023-02-22,11:26:27.450000,00878,17.0111,17.0453,17.0367,17.05,17.06,17.06,768,1497,3
2023-02-22,11:26:32.450000,00632R,5.4,5.4006,5.4002,5.4,5.41,5.4,21738,11332,1
2023-02-22,11:26:32.450000,00878,17.0111,17.0453,17.0392,17.05,17.06,17.06,779,1491,6
2023-02-22,11:26:37.467000,00632R,5.3994,5.3999,5.3996,5.4,5.41,5.4,21738,11332,0
2023-02-22,11:26:37.467000,00878,17.013,17.0454,17.0383,17.05,17.06,17.06,780,1491,0
2023-02-22,11:26:42.467000,00632R,5.3999,5.4008,5.3999,5.4,5.41,5.4,21735,11332,3
2023-02-22,11:26:42.467000,00878,17.0129,17.0453,17.036,17.05,17.06,17.06,1087,1489,2
2023-02-22,11:26:47.467000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21735,11332,0
2023-02-22,11:26:47.467000,00878,17.0129,17.0453,17.0337,17.05,17.06,17.06,1087,1471,18
2023-02-22,11:26:52.480000,00632R,5.4002,5.4008,5.4006,5.4,5.41,5.4,21740,11332,0
2023-02-22,11:26:52.480000,00878,17.0129,17.0453,17.0385,17.05,17.06,17.06,1087,1470,1
2023-02-22,11:26:57.480000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21980,11340,0
2023-02-22,11:26:57.480000,00878,17.0122,17.0453,17.0385,17.05,17.06,17.06,1088,1470,0
2023-02-22,11:27:02.480000,00632R,5.3999,5.4008,5.4006,5.4,5.41,5.4,21967,11340,13
2023-02-22,11:27:02.480000,00878,17.0122,17.0462,17.0429,17.05,17.06,17.06,1091,1969,0
2023-02-22,11:27:07.480000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21967,11340,0
2023-02-22,11:27:07.480000,00878,17.0122,17.0446,17.0422,17.05,17.06,17.06,1099,1969,0
2023-02-22,11:27:12.480000,00632R,5.4002,5.4008,5.4006,5.4,5.41,5.41,21933,11336,6
2023-02-22,11:27:12.480000,00878,17.0122,17.0446,17.0405,17.05,17.06,17.06,1090,1968,2
2023-02-22,11:27:17.497000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.41,21933,11330,0
2023-02-22,11:27:17.497000,00878,17.0122,17.0446,17.0382,17.05,17.06,17.06,1098,1967,1
2023-02-22,11:27:22.497000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21930,11305,28
2023-02-22,11:27:22.497000,00878,17.0122,17.0446,17.0364,17.05,17.06,17.06,1099,1967,0
2023-02-22,11:27:27.513000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21910,11328,20
2023-02-22,11:27:27.513000,00878,17.0122,17.0446,17.0347,17.05,17.06,17.06,1097,1967,0
2023-02-22,11:27:32.527000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21905,11328,5
2023-02-22,11:27:32.527000,00878,17.0122,17.0446,17.033,17.05,17.06,17.06,800,1966,2
2023-02-22,11:27:37.543000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21905,11328,0
2023-02-22,11:27:37.543000,00878,17.0115,17.0439,17.0333,17.05,17.06,17.06,858,1965,1
2023-02-22,11:27:42.557000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21894,11326,13
2023-02-22,11:27:42.557000,00878,17.0123,17.0448,17.0323,17.05,17.06,17.06,868,1968,0
2023-02-22,11:27:47.573000,00632R,5.4002,5.4008,5.4002,5.4,5.41,5.4,21903,11318,41
2023-02-22,11:27:47.573000,00878,17.0123,17.0439,17.0318,17.05,17.06,17.05,814,1957,67
2023-02-22,11:27:52.573000,00632R,5.3991,5.4001,5.3996,5.4,5.41,5.4,19957,11318,0
2023-02-22,11:27:52.573000,00878,17.0124,17.044,17.0325,17.05,17.06,17.06,1089,1953,4
2023-02-22,11:27:57.573000,00632R,5.3991,5.4001,5.3996,5.4,5.41,5.4,19957,11318,0
2023-02-22,11:27:57.573000,00878,17.0124,17.044,17.0313,17.05,17.06,17.06,1088,1948,5
2023-02-22,11:28:02.573000,00632R,5.3985,5.3993,5.399,5.4,5.41,5.4,19935,11346,22
2023-02-22,11:28:02.573000,00878,17.0125,17.0441,17.0308,17.05,17.06,17.05,1184,2152,212
2023-02-22,11:28:07.590000,00632R,5.3985,5.399,5.3987,5.4,5.41,5.4,19932,11364,3
2023-02-22,11:28:07.590000,00878,17.0125,17.0441,17.0405,17.05,17.06,17.06,986,2150,203
2023-02-22,11:28:12.590000,00632R,5.3985,5.399,5.3987,5.4,5.41,5.4,19932,11364,0
2023-02-22,11:28:12.590000,00878,17.0132,17.0441,17.0378,17.05,17.06,17.06,986,2155,1
2023-02-22,11:28:17.607000,00632R,5.3985,5.399,5.399,5.4,5.41,5.4,19932,11364,0
2023-02-22,11:28:17.607000,00878,17.0132,17.0441,17.0401,17.05,17.06,17.05,987,2155,1
2023-02-22,11:28:22.620000,00632R,5.3985,5.399,5.399,5.4,5.41,5.4,19932,11364,0
2023-02-22,11:28:22.620000,00878,17.0132,17.0441,17.036,17.05,17.06,17.06,991,2154,1
2023-02-22,11:28:27.637000,00632R,5.3985,5.399,5.3987,5.4,5.41,5.4,19932,11364,0
2023-02-22,11:28:27.637000,00878,17.0132,17.0441,17.0369,17.05,17.06,17.06,998,2154,0
2023-02-22,11:28:32.650000,00632R,5.3988,5.3995,5.399,5.4,5.41,5.4,19930,11364,3
2023-02-22,11:28:32.650000,00878,17.0132,17.044,17.0368,17.05,17.06,17.06,1001,2154,0
2023-02-22,11:28:37.650000,00632R,5.3988,5.3995,5.399,5.4,5.41,5.4,19922,11356,8
2023-02-22,11:28:37.650000,00878,17.0132,17.044,17.0344,17.05,17.06,17.06,1008,2154,0
2023-02-22,11:28:42.650000,00632R,5.3991,5.4001,5.3993,5.4,5.41,5.4,19822,11356,100
2023-02-22,11:28:42.650000,00878,17.0131,17.044,17.035,17.05,17.06,17.06,1013,2153,1
2023-02-22,11:28:47.667000,00632R,5.3988,5.3995,5.3993,5.4,5.41,5.4,19822,11356,0
2023-02-22,11:28:47.667000,00878,17.0132,17.0461,17.0352,17.05,17.06,17.06,1014,1653,2
2023-02-22,11:28:52.667000,00632R,5.3988,5.3995,5.3993,5.4,5.41,5.41,19819,11341,18
2023-02-22,11:28:52.667000,00878,17.0132,17.0461,17.036,17.05,17.06,17.06,1017,1651,2
2023-02-22,11:28:57.667000,00632R,5.3988,5.3995,5.399,5.4,5.41,5.41,19819,11336,5
2023-02-22,11:28:57.667000,00878,17.0132,17.0461,17.0377,17.05,17.06,17.06,1018,1850,1
2023-02-22,11:29:02.683000,00632R,5.3985,5.3992,5.399,5.4,5.41,5.41,19829,11336,0
2023-02-22,11:29:02.683000,00878,17.0132,17.0461,17.0407,17.05,17.06,17.06,1019,1844,6
2023-02-22,11:29:07.697000,00632R,5.3985,5.3992,5.399,5.4,5.41,5.41,19829,11346,0
2023-02-22,11:29:07.697000,00878,17.0132,17.0487,17.0394,17.05,17.06,17.06,998,1840,44
2023-02-22,11:29:12.697000,00632R,5.3988,5.3995,5.3993,5.4,5.41,5.4,19826,11346,3
2023-02-22,11:29:12.697000,00878,17.0115,17.0484,17.0394,17.05,17.06,17.06,999,1841,5
2023-02-22,11:29:17.713000,00632R,5.3991,5.3998,5.3999,5.4,5.41,5.4,19824,11646,0
2023-02-22,11:29:17.713000,00878,17.0115,17.0501,17.0376,17.05,17.06,17.06,1002,1841,0
2023-02-22,11:29:22.963000,00632R,5.3988,5.3998,5.399,5.4,5.41,5.4,19824,11648,0
2023-02-22,11:29:22.963000,00878,17.0115,17.0494,17.0377,17.05,17.06,17.06,1011,1841,0
2023-02-22,11:29:27.980000,00632R,5.3991,5.3998,5.3996,5.4,5.41,5.4,19824,11663,0
2023-02-22,11:29:27.980000,00878,17.0115,17.0502,17.0377,17.05,17.06,17.06,1011,1837,4
2023-02-22,11:29:32.993000,00632R,5.3991,5.3998,5.3993,5.4,5.41,5.4,19824,11663,0
2023-02-22,11:29:32.993000,00878,17.0115,17.0518,17.0396,17.05,17.06,17.06,1017,1832,5
2023-02-22,11:29:38.010000,00632R,5.3991,5.3998,5.3996,5.4,5.41,5.4,19821,11663,3
