TDate,TTime,ETFID,NAVBid1,NAVAsk1,NAVTrade,MktBid1,MktAsk1,MktTrade,VolumeBid1,VolumeAsk1,VolumeTrade
2023-02-22,09:42:51.320000,00878,16.9421,16.9729,16.9536,17.01,17.02,17.01,344,2673,6
2023-02-22,09:42:56.337000,00632R,5.4139,5.4147,5.4139,5.41,5.42,5.41,30686,12479,0
2023-02-22,09:42:56.337000,00878,16.9421,16.9729,16.9552,17.01,17.02,17.02,350,2659,18
2023-02-22,09:43:01.350000,00632R,5.4149,5.4154,5.4149,5.41,5.42,5.41,30683,12475,10
2023-02-22,09:43:01.350000,00878,16.942,16.9728,16.9554,17.01,17.02,17.01,301,3154,78
2023-02-22,09:43:06.367000,00632R,5.4142,5.4147,5.4145,5.41,5.42,5.42,30683,12478,2
2023-02-22,09:43:06.367000,00878,16.9375,16.9691,16.9555,17.01,17.02,17.02,318,3153,1
2023-02-22,09:43:11.383000,00632R,5.4134,5.4139,5.4142,5.41,5.42,5.41,30728,12850,140
2023-02-22,09:43:11.383000,00878,16.9375,16.9692,16.9547,17.01,17.02,17.02,210,3118,152
2023-02-22,09:43:16.383000,00632R,5.4134,5.4141,5.4136,5.41,5.42,5.41,30710,12225,118
2023-02-22,09:43:16.383000,00878,16.9375,16.9692,16.9557,17.01,17.02,17.02,228,3116,3
2023-02-22,09:43:21.397000,00632R,5.4134,5.4139,5.4139,5.41,5.42,5.42,30713,12231,2
2023-02-22,09:43:21.397000,00878,16.9375,16.9692,16.9529,17.01,17.02,17.01,233,3136,2
2023-02-22,09:43:26.397000,00632R,5.4134,5.4139,5.4136,5.41,5.42,5.42,30714,12231,0
2023-02-22,09:43:26.397000,00878,16.9375,16.9692,16.9566,17.01,17.02,17.01,245,3136,7
2023-02-22,09:43:31.397000,00632R,5.4134,5.4139,5.4139,5.41,5.42,5.42,30714,12126,110
2023-02-22,09:43:31.397000,00878,16.9375,16.9692,16.9566,17.01,17.02,17.02,285,3128,10
2023-02-22,09:43:36.413000,00632R,5.4134,5.4139,5.4136,5.41,5.42,5.41,30711,12126,3
2023-02-22,09:43:36.413000,00878,16.9384,16.9701,16.9557,17.01,17.02,17.02,319,2630,4
2023-02-22,09:43:41.430000,00632R,5.4134,5.4142,5.4139,5.41,5.42,5.42,30712,12111,30
2023-02-22,09:43:41.430000,00878,16.9384,16.9701,16.9571,17.01,17.02,17.02,331,3062,17
2023-02-22,09:43:46.447000,00632R,5.414,5.4149,5.4152,5.41,5.42,5.42,30733,12111,0
2023-02-22,09:43:46.447000,00878,16.9383,16.9691,16.9571,17.01,17.02,17.01,293,3104,62
2023-02-22,09:43:51.443000,00632R,5.4152,5.416,5.4158,5.41,5.42,5.42,31631,6311,210
2023-02-22,09:43:51.443000,00878,16.9382,16.9691,16.9558,17.01,17.02,17.01,206,3606,119
2023-02-22,09:43:56.443000,00632R,5.4134,5.4142,5.4142,5.41,5.42,5.41,31229,7011,113
2023-02-22,09:43:56.443000,00878,16.9373,16.9692,16.9556,17.01,17.02,17.02,217,3106,1
2023-02-22,09:44:01.443000,00632R,5.414,5.4149,5.4145,5.41,5.42,5.42,31234,6711,200
2023-02-22,09:44:01.443000,00878,16.938,16.9708,16.9542,17.01,17.02,17.02,233,3104,2
2023-02-22,09:44:06.443000,00632R,5.414,5.4145,5.4142,5.41,5.42,5.42,31234,6201,110
2023-02-22,09:44:06.443000,00878,16.9372,16.97,16.9542,17.01,17.02,17.02,275,3145,2
2023-02-22,09:44:11.443000,00632R,5.4146,5.4154,5.4149,5.41,5.42,5.42,31334,5351,0
2023-02-22,09:44:11.443000,00878,16.9371,16.9699,16.9506,17.0,17.01,17.01,8240,893,295
2023-02-22,09:44:16.460000,00632R,5.4146,5.4152,5.4149,5.41,5.42,5.42,31339,5717,19
2023-02-22,09:44:16.460000,00878,16.9357,16.9676,16.9427,17.0,17.01,17.01,8276,887,8
2023-02-22,09:44:21.477000,00632R,5.4146,5.4152,5.4145,5.41,5.42,5.42,31316,5497,223
2023-02-22,09:44:21.477000,00878,16.9349,16.9676,16.9415,17.0,17.01,17.01,8283,875,27
2023-02-22,09:44:26.490000,00632R,5.4143,5.4152,5.4149,5.41,5.42,5.42,31316,5487,12
2023-02-22,09:44:26.490000,00878,16.9349,16.9676,16.9408,17.0,17.01,17.01,8276,877,1
2023-02-22,09:44:31.490000,00632R,5.4143,5.4152,5.4149,5.41,5.42,5.42,31324,5328,185
2023-02-22,09:44:31.490000,00878,16.9349,16.9668,16.9432,17.0,17.01,17.01,8285,863,14
2023-02-22,09:44:36.490000,00632R,5.4143,5.4149,5.4145,5.41,5.42,5.42,31424,5158,170
2023-02-22,09:44:36.490000,00878,16.9349,16.9668,16.9457,17.0,17.01,17.01,8587,859,16
2023-02-22,09:44:41.507000,00632R,5.4134,5.4139,5.4136,5.41,5.42,5.41,31416,5158,8
2023-02-22,09:44:41.507000,00878,16.935,16.9669,16.9457,17.0,17.01,17.01,8590,843,18
2023-02-22,09:44:46.507000,00632R,5.4146,5.4154,5.4149,5.41,5.42,5.42,31401,5173,80
2023-02-22,09:44:46.507000,00878,16.9357,16.9676,16.9451,17.0,17.01,17.01,8322,829,14
2023-02-22,09:44:51.523000,00632R,5.4143,5.4154,5.4149,5.41,5.42,5.42,31401,5168,5
2023-02-22,09:44:51.523000,00878,16.9357,16.9676,16.9452,17.0,17.01,17.01,8357,823,7
2023-02-22,09:44:56.537000,00632R,5.415,5.4157,5.4152,5.41,5.42,5.42,31394,5140,32
2023-02-22,09:44:56.537000,00878,16.9357,16.9676,16.947,17.0,17.01,17.01,8379,819,9
2023-02-22,09:45:01.553000,00632R,5.4158,5.4166,5.4161,5.41,5.42,5.42,31793,4340,70
2023-02-22,09:45:01.553000,00878,16.9356,16.9675,16.9509,17.0,17.01,17.01,8406,369,54
2023-02-22,09:45:06.553000,00632R,5.4161,5.4169,5.4167,5.41,5.42,5.41,33294,4428,3
2023-02-22,09:45:06.553000,00878,16.9356,16.9675,16.9525,17.0,17.01,17.01,8456,762,27
2023-02-22,09:45:11.570000,00632R,5.4161,5.4169,5.4167,5.41,5.42,5.42,33295,4418,15
2023-02-22,09:45:11.570000,00878,16.9356,16.9675,16.9483,17.0,17.01,17.01,8467,756,12
2023-02-22,09:45:16.583000,00632R,5.4161,5.4166,5.4164,5.41,5.42,5.42,33295,4418,0
2023-02-22,09:45:16.583000,00878,16.9324,16.9669,16.9423,17.0,17.01,17.01,8504,1126,35
2023-02-22,09:45:21.600000,00632R,5.4167,5.4176,5.4171,5.41,5.42,5.42,33295,4315,103
2023-02-22,09:45:21.600000,00878,16.9323,16.965,16.9423,17.0,17.01,17.01,8525,1617,8
2023-02-22,09:45:26.617000,00632R,5.4171,5.4176,5.4174,5.41,5.42,5.41,33790,4265,13
2023-02-22,09:45:26.617000,00878,16.9323,16.9642,16.9426,17.0,17.01,17.01,8548,1651,18
2023-02-22,09:45:31.630000,00632R,5.4185,5.4193,5.4185,5.41,5.42,5.42,48788,3275,998
2023-02-22,09:45:31.630000,00878,16.9301,16.962,16.9419,17.0,17.01,17.01,8569,1929,6
2023-02-22,09:45:36.647000,00632R,5.4176,5.4181,5.4179,5.41,5.42,5.42,48778,2656,687
2023-02-22,09:45:36.647000,00878,16.9302,16.9621,16.9418,17.0,17.01,17.01,8607,1755,4
2023-02-22,09:45:41.663000,00632R,5.4182,5.4187,5.4182,5.41,5.42,5.42,48778,2554,112
2023-02-22,09:45:41.663000,00878,16.9287,16.9606,16.9389,17.0,17.01,17.01,8634,1740,15
2023-02-22,09:45:46.677000,00632R,5.4176,5.4181,5.4176,5.41,5.42,5.41,48776,2352,205
2023-02-22,09:45:46.677000,00878,16.9296,16.9615,16.9413,17.0,17.01,17.01,8685,1722,18
2023-02-22,09:45:51.693000,00632R,5.4174,5.4184,5.4179,5.41,5.42,5.42,48776,1937,415
2023-02-22,09:45:51.693000,00878,16.9296,16.9615,16.9395,17.0,17.01,17.01,8700,1698,26
2023-02-22,09:45:56.710000,00632R,5.4179,5.4184,5.4182,5.41,5.42,5.42,48766,1036,901
2023-02-22,09:45:56.710000,00878,16.9279,16.9607,16.9437,17.0,17.01,17.01,8732,1665,33
2023-02-22,09:46:01.723000,00632R,5.4176,5.4184,5.4179,5.41,5.42,5.41,48378,564,495
2023-02-22,09:46:01.723000,00878,16.9279,16.9599,16.9406,17.0,17.01,17.01,8739,1643,23
2023-02-22,09:46:06.723000,00632R,5.4179,5.4184,5.4179,5.41,5.42,5.42,48378,416,153
2023-02-22,09:46:06.723000,00878,16.9273,16.9592,16.94,17.0,17.01,17.01,8762,1660,16
2023-02-22,09:46:11.723000,00632R,5.4179,5.4184,5.4179,5.41,5.42,5.42,48375,386,33
2023-02-22,09:46:11.723000,00878,16.9273,16.96,16.9417,17.0,17.01,17.01,8792,2051,9
2023-02-22,09:46:16.723000,00632R,5.4176,5.4181,5.4179,5.41,5.42,5.42,48375,396,15
2023-02-22,09:46:16.723000,00878,16.9289,16.9608,16.9423,17.0,17.01,17.01,6803,2034,2017
2023-02-22,09:46:21.740000,00632R,5.4179,5.4184,5.4179,5.41,5.42,5.42,48395,191,205
2023-02-22,09:46:21.740000,00878,16.9282,16.9601,16.9433,17.0,17.01,17.01,6427,2026,403
2023-02-22,09:46:26.740000,00632R,5.4182,5.4187,5.4182,5.41,5.42,5.42,48383,14,177
2023-02-22,09:46:26.740000,00878,16.9273,16.9592,16.9462,17.0,17.01,17.0,6434,2562,13
2023-02-22,09:46:31.740000,00632R,5.4176,5.4181,5.4176,5.42,5.43,5.42,406,28241,17
2023-02-22,09:46:31.740000,00878,16.9266,16.9586,16.945,17.0,17.01,17.0,6480,2091,10
2023-02-22,09:46:36.740000,00632R,5.4176,5.4181,5.4176,5.42,5.43,5.43,319,28246,105
2023-02-22,09:46:36.740000,00878,16.9274,16.9594,16.9443,17.0,17.01,17.0,5288,2081,1220
2023-02-22,09:46:41.757000,00632R,5.4176,5.4181,5.4176,5.42,5.43,5.42,335,28236,5
2023-02-22,09:46:41.757000,00878,16.9274,16.9594,16.9432,17.0,17.01,17.01,5322,2055,26
2023-02-22,09:46:46.757000,00632R,5.4171,5.4176,5.4173,5.42,5.43,5.42,345,28242,0
2023-02-22,09:46:46.757000,00878,16.9275,16.9594,16.9409,17.0,17.01,17.01,5340,2552,4
2023-02-22,09:46:51.757000,00632R,5.4176,5.4184,5.4176,5.42,5.43,5.42,352,28250,5
2023-02-22,09:46:51.757000,00878,16.9266,16.9595,16.9424,17.0,17.01,17.01,5344,1543,16
2023-02-22,09:46:56.770000,00632R,5.4182,5.4187,5.4182,5.42,5.43,5.42,432,28251,0
2023-02-22,09:46:56.770000,00878,16.9266,16.9603,16.943,17.0,17.01,17.0,4383,2042,1002
2023-02-22,09:47:01.787000,00632R,5.4185,5.419,5.4185,5.42,5.43,5.42,428,27856,410
2023-02-22,09:47:01.787000,00878,16.9275,16.9594,16.939,17.0,17.01,17.01,4407,2041,1
2023-02-22,09:47:06.803000,00632R,5.4191,5.4199,5.4191,5.42,5.43,5.43,435,25760,110
2023-02-22,09:47:06.803000,00878,16.9274,16.9593,16.9365,17.0,17.01,17.01,4429,3297,23
2023-02-22,09:47:11.817000,00632R,5.4198,5.4208,5.42,5.42,5.43,5.43,2739,25760,0
2023-02-22,09:47:11.817000,00878,16.9273,16.9593,16.9366,17.0,17.01,17.01,3448,3514,1001
2023-02-22,09:47:16.833000,00632R,5.4201,5.4208,5.4203,5.42,5.43,5.42,2996,25639,23
2023-02-22,09:47:16.833000,00878,16.9269,16.9577,16.9378,17.0,17.01,17.01,3495,3506,16
2023-02-22,09:47:21.833000,00632R,5.4204,5.4211,5.4203,5.42,5.43,5.42,3006,25640,0
2023-02-22,09:47:21.833000,00878,16.9251,16.9577,16.9366,17.0,17.01,17.0,2449,3782,1063
2023-02-22,09:47:26.833000,00632R,5.4209,5.4214,5.4209,5.42,5.43,5.42,3545,25676,10
2023-02-22,09:47:26.833000,00878,16.9243,16.9568,16.9373,17.0,17.01,17.0,1865,3782,609
2023-02-22,09:47:31.847000,00632R,5.4222,5.4227,5.4225,5.42,5.43,5.42,10580,23700,504
2023-02-22,09:47:31.847000,00878,16.9244,16.9567,16.9362,16.99,17.0,17.0,3425,1098,1903
2023-02-22,09:47:36.863000,00632R,5.4219,5.4224,5.4219,5.42,5.43,5.42,10819,23702,14
2023-02-22,09:47:36.863000,00878,16.9229,16.9544,16.9339,16.99,17.0,17.0,3421,1578,30
2023-02-22,09:47:41.880000,00632R,5.4215,5.4221,5.4217,5.42,5.43,5.42,10849,23951,0
2023-02-22,09:47:41.880000,00878,16.9222,16.9537,16.9327,16.99,17.0,17.0,3412,1529,49
2023-02-22,09:47:46.880000,00632R,5.4219,5.4224,5.4221,5.42,5.43,5.42,11149,23944,0
2023-02-22,09:47:46.880000,00878,16.9222,16.953,16.9313,16.99,17.0,17.0,3411,2169,43
2023-02-22,09:47:51.880000,00632R,5.4222,5.4227,5.4224,5.42,5.43,5.42,11361,24161,0
2023-02-22,09:47:51.880000,00878,16.9212,16.953,16.9321,16.99,17.0,17.0,3424,1634,36
2023-02-22,09:47:56.880000,00632R,5.4222,5.4227,5.4227,5.42,5.43,5.42,10887,24161,499
2023-02-22,09:47:56.880000,00878,16.9212,16.953,16.9352,16.99,17.0,17.0,3431,1079,57
2023-02-22,09:48:01.880000,00632R,5.4219,5.4227,5.4227,5.42,5.43,5.42,10947,24171,3
2023-02-22,09:48:01.880000,00878,16.9212,16.953,16.9377,16.99,17.0,17.0,3438,2550,26
2023-02-22,09:48:06.897000,00632R,5.4219,5.4224,5.4224,5.42,5.43,5.42,11372,24161,0
2023-02-22,09:48:06.897000,00878,16.9212,16.953,16.9353,16.99,17.0,17.0,3450,2742,20
2023-02-22,09:48:11.897000,00632R,5.4219,5.4224,5.4221,5.42,5.43,5.42,11769,24133,534
2023-02-22,09:48:11.897000,00878,16.9212,16.9541,16.9365,16.99,17.0,17.0,3455,2724,18
2023-02-22,09:48:16.910000,00632R,5.4219,5.4224,5.4221,5.42,5.43,5.42,11750,24033,119
2023-02-22,09:48:16.910000,00878,16.9212,16.952,16.938,16.99,17.0,17.0,3464,2700,95
2023-02-22,09:48:21.927000,00632R,5.4219,5.4224,5.4221,5.42,5.43,5.42,11778,24068,8
2023-02-22,09:48:21.927000,00878,16.9212,16.952,16.9361,16.99,17.0,17.0,3482,2690,13
2023-02-22,09:48:26.940000,00632R,5.4219,5.4224,5.4224,5.42,5.43,5.43,11740,24058,15
2023-02-22,09:48:26.940000,00878,16.9212,16.952,16.9374,16.99,17.0,17.0,3486,2657,43
2023-02-22,09:48:31.957000,00632R,5.4222,5.423,5.4224,5.42,5.43,5.43,11540,23971,0
2023-02-22,09:48:31.957000,00878,16.9212,16.952,16.9354,16.99,17.0,17.0,3555,2635,22
2023-02-22,09:48:36.973000,00632R,5.4234,5.4241,5.4239,5.42,5.43,5.43,17531,20132,507
2023-02-22,09:48:36.973000,00878,16.9202,16.951,16.934,16.99,17.0,17.0,3583,3176,22
2023-02-22,09:48:41.987000,00632R,5.4225,5.4235,5.4233,5.42,5.43,5.42,17521,19634,10
2023-02-22,09:48:41.987000,00878,16.9203,16.9511,16.9333,16.99,17.0,17.0,3603,3680,31
2023-02-22,09:48:47.003000,00632R,5.4231,5.4238,5.4236,5.42,5.43,5.42,17518,19152,24
2023-02-22,09:48:47.003000,00878,16.9207,16.9515,16.9327,16.99,17.0,17.0,3658,3643,55
2023-02-22,09:48:52.003000,00632R,5.4243,5.4248,5.4246,5.42,5.43,5.42,17500,19151,21
2023-02-22,09:48:52.003000,00878,16.9206,16.9514,16.9362,16.99,17.0,17.0,3712,3911,10
2023-02-22,09:48:57.003000,00632R,5.4246,5.4254,5.4249,5.42,5.43,5.43,18499,11176,50
2023-02-22,09:48:57.003000,00878,16.9206,16.9521,16.9358,16.99,17.0,16.99,3738,3872,90
2023-02-22,09:49:02.003000,00632R,5.4243,5.4251,5.4249,5.42,5.43,5.43,18543,15657,519
2023-02-22,09:49:02.003000,00878,16.9175,16.9506,16.9316,16.99,17.0,17.0,3756,4367,12
2023-02-22,09:49:07.003000,00632R,5.4252,5.426,5.4255,5.42,5.43,5.43,20037,9486,702
2023-02-22,09:49:07.003000,00878,16.9174,16.949,16.9316,16.99,17.0,16.99,3242,4746,574
2023-02-22,09:49:12.020000,00632R,5.427,5.4275,5.4272,5.42,5.43,5.43,29948,9037,52
2023-02-22,09:49:12.020000,00878,16.9124,16.9437,16.9208,16.99,17.0,16.99,354,5208,2982
2023-02-22,09:49:17.020000,00632R,5.4273,5.4281,5.4278,5.42,5.43,5.43,35437,8495,551
2023-02-22,09:49:17.020000,00878,16.9086,16.9413,16.9211,16.98,16.99,16.99,7182,1372,394
2023-02-22,09:49:22.020000,00632R,5.426,5.4265,5.426,5.42,5.43,5.43,20947,8598,2
2023-02-22,09:49:22.020000,00878,16.9079,16.9406,16.9103,16.98,16.99,16.99,7204,1469,19
2023-02-22,09:49:27.020000,00632R,5.427,5.4275,5.427,5.42,5.43,5.43,21452,7719,23
2023-02-22,09:49:27.020000,00878,16.9078,16.9405,16.9123,16.98,16.99,16.99,7230,1440,35
2023-02-22,09:49:32.037000,00632R,5.426,5.4269,5.426,5.42,5.43,5.43,21452,8023,0
2023-02-22,09:49:32.037000,00878,16.907,16.9398,16.915,16.98,16.99,16.99,7242,1397,43
2023-02-22,09:49:37.033000,00632R,5.4272,5.4277,5.4272,5.42,5.43,5.43,35464,7324,200
2023-02-22,09:49:37.033000,00878,16.905,16.9371,16.91,16.98,16.99,16.99,7270,2276,25
2023-02-22,09:49:42.033000,00632R,5.427,5.4277,5.4272,5.42,5.43,5.43,30973,7182,40
2023-02-22,09:49:42.033000,00878,16.9062,16.9378,16.9101,16.98,16.99,16.99,6282,2257,1020
2023-02-22,09:49:47.050000,00632R,5.426,5.4265,5.4265,5.42,5.43,5.43,21462,7569,127
2023-02-22,09:49:47.050000,00878,16.907,16.9378,16.9106,16.98,16.99,16.99,6292,2441,16
2023-02-22,09:49:52.050000,00632R,5.4248,5.4253,5.4253,5.42,5.43,5.43,19414,7447,25
2023-02-22,09:49:52.050000,00878,16.9064,16.938,16.9132,16.98,16.99,16.99,6569,1923,20
2023-02-22,09:49:57.067000,00632R,5.4267,5.4274,5.4272,5.42,5.43,5.43,30453,6788,160
2023-02-22,09:49:57.067000,00878,16.9062,16.9378,16.9128,16.98,16.99,16.99,6305,1894,30
2023-02-22,09:50:02.050000,00632R,5.4263,5.4272,5.4272,5.42,5.43,5.43,20956,6652,106
2023-02-22,09:50:02.050000,00878,16.9063,16.9378,16.9145,16.98,16.99,16.99,6338,2482,36
2023-02-22,09:50:07.067000,00632R,5.426,5.4265,5.4262,5.42,5.43,5.43,21461,7011,140
2023-02-22,09:50:07.067000,00878,16.9063,16.9378,16.9146,16.98,16.99,16.99,6325,1978,11
2023-02-22,09:50:12.067000,00632R,5.4251,5.4259,5.4256,5.42,5.43,5.43,19443,6840,137
2023-02-22,09:50:12.067000,00878,16.9064,16.9379,16.9193,16.98,16.99,16.98,6626,1539,48
2023-02-22,09:50:17.067000,00632R,5.4246,5.4256,5.4254,5.42,5.43,5.43,18955,6724,120
2023-02-22,09:50:17.067000,00878,16.9064,16.9387,16.9193,16.98,16.99,16.99,6739,1552,18
2023-02-22,09:50:22.067000,00632R,5.4249,5.4259,5.4251,5.42,5.43,5.43,18955,6395,330
2023-02-22,09:50:22.067000,00878,16.9071,16.9386,16.9211,16.98,16.99,16.99,6491,1513,40
2023-02-22,09:50:27.080000,00632R,5.4246,5.4251,5.4248,5.42,5.43,5.43,18941,6360,45
2023-02-22,09:50:27.080000,00878,16.9072,16.9395,16.9191,16.98,16.99,16.99,6528,955,60
2023-02-22,09:50:32.080000,00632R,5.4236,5.4245,5.4238,5.42,5.43,5.43,18692,11331,20
2023-02-22,09:50:32.080000,00878,16.9081,16.9396,16.9157,16.98,16.99,16.99,6585,1345,10
2023-02-22,09:50:37.097000,00632R,5.4239,5.4245,5.4241,5.42,5.43,5.43,18689,11331,13
2023-02-22,09:50:37.097000,00878,16.9081,16.9396,16.918,16.98,16.99,16.99,6607,1418,27
2023-02-22,09:50:42.113000,00632R,5.4236,5.4241,5.4238,5.42,5.43,5.43,18691,11310,20
2023-02-22,09:50:42.113000,00878,16.9081,16.9396,16.9194,16.98,16.99,16.98,6636,1357,69
2023-02-22,09:50:47.127000,00632R,5.4233,5.4238,5.4235,5.42,5.43,5.43,18780,11320,10
2023-02-22,09:50:47.127000,00878,16.9088,16.9397,16.9216,16.98,16.99,16.99,6940,1339,22
2023-02-22,09:50:52.143000,00632R,5.4233,5.4238,5.4235,5.42,5.43,5.43,18790,11312,10
2023-02-22,09:50:52.143000,00878,16.9097,16.9405,16.9226,16.98,16.99,16.99,6970,1332,7
2023-02-22,09:50:57.143000,00632R,5.4236,5.4241,5.4238,5.42,5.43,5.42,18786,11314,4
2023-02-22,09:50:57.143000,00878,16.9096,16.9405,16.9246,16.98,16.99,16.99,6730,1302,10
2023-02-22,09:51:02.143000,00632R,5.4234,5.4241,5.4233,5.42,5.43,5.42,18867,11314,3
2023-02-22,09:51:02.143000,00878,16.9096,16.9405,16.9239,16.98,16.99,16.99,7093,1288,16
2023-02-22,09:51:07.157000,00632R,5.4249,5.4254,5.4249,5.42,5.43,5.43,18858,6287,63
2023-02-22,09:51:07.157000,00878,16.9101,16.941,16.9226,16.98,16.99,16.99,6837,1276,12
2023-02-22,09:51:12.157000,00632R,5.4233,5.4241,5.4239,5.42,5.43,5.43,18859,11382,100
2023-02-22,09:51:12.157000,00878,16.9103,16.9411,16.9227,16.98,16.99,16.99,7184,1251,25
2023-02-22,09:51:17.173000,00632R,5.4233,5.4238,5.4233,5.42,5.43,5.43,18856,10391,1001
2023-02-22,09:51:17.173000,00878,16.9103,16.9411,16.9208,16.98,16.99,16.99,7262,1224,32
2023-02-22,09:51:22.190000,00632R,5.4239,5.4245,5.4236,5.42,5.43,5.43,18826,9893,529
2023-02-22,09:51:22.190000,00878,16.9102,16.9411,16.9212,16.98,16.99,16.99,7005,1346,308
2023-02-22,09:51:27.207000,00632R,5.4239,5.4245,5.4239,5.42,5.43,5.43,18826,9829,60
2023-02-22,09:51:27.207000,00878,16.9102,16.9411,16.9193,16.98,16.99,16.99,7043,1293,55
2023-02-22,09:51:32.207000,00632R,5.4246,5.4251,5.4249,5.42,5.43,5.43,18901,9825,32
2023-02-22,09:51:32.207000,00878,16.911,16.9418,16.9215,16.98,16.99,16.99,7116,865,28
2023-02-22,09:51:37.220000,00632R,5.4249,5.4254,5.4251,5.42,5.43,5.43,18901,4782,5
2023-02-22,09:51:37.220000,00878,16.9109,16.9418,16.9221,16.98,16.99,16.99,7124,814,57
2023-02-22,09:51:42.237000,00632R,5.4246,5.4254,5.4254,5.42,5.43,5.42,18898,4817,3
2023-02-22,09:51:42.237000,00878,16.9109,16.9418,16.9212,16.98,16.99,16.99,7155,976,48
2023-02-22,09:51:47.237000,00632R,5.4249,5.4254,5.4254,5.42,5.43,5.43,18893,4812,6
2023-02-22,09:51:47.237000,00878,16.9109,16.9418,16.922,16.98,16.99,16.99,7156,1352,24
2023-02-22,09:51:52.237000,00632R,5.4243,5.4248,5.4248,5.42,5.43,5.43,18894,9755,55
2023-02-22,09:51:52.237000,00878,16.911,16.9418,16.9193,16.98,16.99,16.99,7115,1529,40
2023-02-22,09:51:57.253000,00632R,5.4239,5.4245,5.4245,5.42,5.43,5.43,19397,9693,63
2023-02-22,09:51:57.253000,00878,16.9118,16.9427,16.9193,16.98,16.99,16.99,7154,1504,25
2023-02-22,09:52:02.253000,00632R,5.4239,5.4245,5.4248,5.42,5.43,5.43,19445,9657,39
2023-02-22,09:52:02.253000,00878,16.9118,16.9427,16.9198,16.98,16.99,16.99,7170,1482,22
2023-02-22,09:52:07.267000,00632R,5.4239,5.4248,5.4241,5.42,5.43,5.42,19444,9647,11
2023-02-22,09:52:07.267000,00878,16.9118,16.9427,16.9197,16.98,16.99,16.99,7200,1439,54
2023-02-22,09:52:12.283000,00632R,5.4225,5.423,5.423,5.42,5.43,5.43,19457,8185,1517
2023-02-22,09:52:12.283000,00878,16.912,16.9439,16.9228,16.98,16.99,16.99,7597,1399,41
2023-02-22,09:52:17.297000,00632R,5.4231,5.4241,5.423,5.42,5.43,5.43,19457,8066,129
2023-02-22,09:52:17.297000,00878,16.9119,16.9438,16.9214,16.98,16.99,16.99,7623,1388,11
2023-02-22,09:52:22.313000,00632R,5.4231,5.4238,5.4233,5.42,5.43,5.42,19955,8068,13
2023-02-22,09:52:22.313000,00878,16.9119,16.9438,16.9203,16.98,16.99,16.99,7643,1365,35
2023-02-22,09:52:27.313000,00632R,5.4228,5.4235,5.423,5.42,5.43,5.43,19955,7265,803
2023-02-22,09:52:27.313000,00878,16.9119,16.9438,16.9222,16.98,16.99,16.99,7637,1524,41
2023-02-22,09:52:32.313000,00632R,5.4239,5.4248,5.4239,5.42,5.43,5.43,19960,7328,25
2023-02-22,09:52:32.313000,00878,16.9118,16.9438,16.925,16.98,16.99,16.99,7378,1102,24
2023-02-22,09:52:37.330000,00632R,5.4231,5.4238,5.4236,5.42,5.43,5.42,20175,7361,10
2023-02-22,09:52:37.330000,00878,16.9119,16.9438,16.9231,16.98,16.99,16.99,7723,1066,36
2023-02-22,09:52:42.330000,00632R,5.4228,5.4238,5.4233,5.42,5.43,5.43,20175,7316,50
2023-02-22,09:52:42.330000,00878,16.9119,16.9438,16.9231,16.98,16.99,16.99,7745,1444,23
2023-02-22,09:52:47.347000,00632R,5.4236,5.4241,5.4236,5.42,5.43,5.42,20172,7400,3
2023-02-22,09:52:47.347000,00878,16.9119,16.9438,16.9244,16.98,16.99,16.99,7500,1052,14
2023-02-22,09:52:52.360000,00632R,5.4219,5.4224,5.4221,5.42,5.43,5.43,20184,7888,10
2023-02-22,09:52:52.360000,00878,16.9126,16.9452,16.9251,16.98,16.99,16.99,7776,1029,37
2023-02-22,09:52:57.377000,00632R,5.4222,5.4227,5.4227,5.42,5.43,5.42,20162,8763,57
2023-02-22,09:52:57.377000,00878,16.9126,16.9452,16.9241,16.98,16.99,16.99,7816,978,51
2023-02-22,09:53:02.393000,00632R,5.4222,5.4227,5.4227,5.42,5.43,5.43,20162,8615,155
2023-02-22,09:53:02.393000,00878,16.9126,16.9452,16.9244,16.98,16.99,16.99,7896,4125,54
2023-02-22,09:53:07.423000,00632R,5.4236,5.4241,5.4239,5.42,5.43,5.42,20159,8199,6
2023-02-22,09:53:07.423000,00878,16.9117,16.945,16.9263,16.98,16.99,16.99,7647,3896,29
2023-02-22,09:53:12.423000,00632R,5.4228,5.4235,5.4233,5.42,5.43,5.43,20169,7610,107
2023-02-22,09:53:12.423000,00878,16.9117,16.9451,16.9312,16.98,16.99,16.99,7946,3875,42
2023-02-22,09:53:17.437000,00632R,5.4231,5.4241,5.4233,5.42,5.43,5.43,20169,7611,0
2023-02-22,09:53:17.437000,00878,16.9123,16.9455,16.9298,16.98,16.99,16.99,7962,3848,28
2023-02-22,09:53:22.453000,00632R,5.4228,5.4235,5.423,5.42,5.43,5.43,20179,7823,149
2023-02-22,09:53:22.453000,00878,16.9132,16.9455,16.929,16.98,16.99,16.99,7988,3839,9
2023-02-22,09:53:27.470000,00632R,5.4228,5.4233,5.4233,5.42,5.43,5.42,20276,7847,3
2023-02-22,09:53:27.470000,00878,16.9136,16.9455,16.9258,16.98,16.99,16.99,8012,3808,31
2023-02-22,09:53:32.487000,00632R,5.4228,5.4233,5.423,5.42,5.43,5.42,20575,7496,6
2023-02-22,09:53:32.487000,00878,16.9128,16.9455,16.9265,16.98,16.99,16.98,8011,3790,26
